title,Average rating
Man of the Year (2006),2.25
xXx: State of the Union (2005),2.25
Confessions of a Teenage Drama Queen (2004),2.25
Rugrats in Paris: The Movie (2000),2.25
Three Men and a Little Lady (1990),2.25
3 Ninjas (1992),2.25
Becoming Jane (2007),2.25
Mary Reilly (1996),2.25
Beowulf (2007),2.25
Gulliver's Travels (2010),2.25
King Kong (1976),2.25
"Ladykillers, The (2004)",2.25
The Handmaiden (2016),2.25
White Oleander (2002),2.25
3000 Miles to Graceland (2001),2.25
Poison Ivy (1992),2.25
Babes in Toyland (1961),2.25
Young Adult (2011),2.25
Pet Sematary (1989),2.25
Black Mass (2015),2.25
But I'm a Cheerleader (1999),2.25
Head Over Heels (2001),2.25
Despicable Me 3 (2017),2.25
"American Werewolf in Paris, An (1997)",2.25
Look Who's Talking Now (1993),2.25
Murphy's Romance (1985),2.25
Look Who's Talking Too (1990),2.25
Stuck on You (2003),2.25
Insidious (2010),2.25
"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",2.25
Ernest Saves Christmas (1988),2.25
"Twilight Saga: Breaking Dawn - Part 2, The (2012)",2.25
Max Payne (2008),2.25
What Planet Are You From? (2000),2.25
Tremors II: Aftershocks (1996),2.25
I Know What You Did Last Summer (1997),2.25
Mixed Nuts (1994),2.25
"Boy Who Could Fly, The (1986)",2.25
Spy Kids 2: The Island of Lost Dreams (2002),2.25
"Loss of Sexual Innocence, The (1999)",2.25
Wild Wild West (1999),2.232142857142857
Vertical Limit (2000),2.2142857142857144
Paulie (1998),2.2142857142857144
Volcano (1997),2.2142857142857144
"Haunting, The (1999)",2.2142857142857144
Jaws 2 (1978),2.2142857142857144
Where the Wild Things Are (2009),2.2142857142857144
Charlie's Angels: Full Throttle (2003),2.2
Red Sonja (1985),2.2
Dead Man on Campus (1998),2.2
"Flamingo Kid, The (1984)",2.2
"One, The (2001)",2.2
Fletch Lives (1989),2.2
Urban Legend (1998),2.2
Reindeer Games (2000),2.1875
Plan 9 from Outer Space (1959),2.1666666666666665
Star Wars: The Clone Wars (2008),2.1666666666666665
Babylon 5: In the Beginning (1998),2.1666666666666665
Nutty Professor II: The Klumps (2000),2.1666666666666665
Pieces of April (2003),2.1666666666666665
Barbershop 2: Back in Business (2004),2.1666666666666665
American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),2.1666666666666665
"Omen, The (2006)",2.1666666666666665
You Got Served (2004),2.1666666666666665
"Creature from the Black Lagoon, The (1954)",2.1666666666666665
Police Academy 4: Citizens on Patrol (1987),2.1666666666666665
Basquiat (1996),2.1666666666666665
Barbershop (2002),2.1666666666666665
"Low Down Dirty Shame, A (1994)",2.1666666666666665
Land Before Time III: The Time of the Great Giving (1995),2.1666666666666665
Justice League (2017),2.1666666666666665
Cujo (1983),2.1666666666666665
Boxing Helena (1993),2.1666666666666665
Monkeybone (2001),2.1666666666666665
Repossessed (1990),2.1666666666666665
Flowers in the Attic (1987),2.1666666666666665
Godzilla (2014),2.1666666666666665
Godzilla (Gojira) (1954),2.1666666666666665
Black Knight (2001),2.1666666666666665
Hero (1992),2.1666666666666665
"Good Day to Die Hard, A (2013)",2.1666666666666665
Darkness Falls (2003),2.1666666666666665
Tooth Fairy (2010),2.1666666666666665
Showtime (2002),2.1666666666666665
Ted 2 (2015),2.1666666666666665
I Still Know What You Did Last Summer (1998),2.15
D3: The Mighty Ducks (1996),2.142857142857143
Crocodile Dundee II (1988),2.1363636363636362
Ernest Scared Stupid (1991),2.125
Stealing Harvard (2002),2.125
Street Fighter (1994),2.125
"Cutting Edge, The (1992)",2.125
American Ultra (2015),2.125
"Amityville Horror, The (2005)",2.125
Freddy vs. Jason (2003),2.125
Leap Year (2010),2.125
American Gigolo (1980),2.125
Howard the Duck (1986),2.111111111111111
Big Momma's House (2000),2.111111111111111
"Core, The (2003)",2.1
American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),2.1
"Astronaut's Wife, The (1999)",2.1
Autumn in New York (2000),2.1
"You, Me and Dupree (2006)",2.1
Superman III (1983),2.1
"Jerky Boys, The (1995)",2.0833333333333335
Fun with Dick and Jane (2005),2.0833333333333335
Doom (2005),2.0714285714285716
Sky Captain and the World of Tomorrow (2004),2.0714285714285716
"Kid, The (2000)",2.0714285714285716
Starship Troopers 2: Hero of the Federation (2004),2.0
Birth (2004),2.0
On a Clear Day (2005),2.0
"Swarm, The (1978)",2.0
Blue Chips (1994),2.0
Alvin and the Chipmunks (2007),2.0
Above the Rim (1994),2.0
K-9 (1989),2.0
Blind Date (1984),2.0
Spacehunter: Adventures in the Forbidden Zone (1983),2.0
Get Over It (2001),2.0
Tarzan and the Lost City (1998),2.0
Cedar Rapids (2011),2.0
"Cat from Outer Space, The (1978)",2.0
"Vanishing, The (1993)",2.0
Mr. Wonderful (1993),2.0
Thumbelina (1994),2.0
"Next Best Thing, The (2000)",2.0
Book of Love (1990),2.0
"Ugly, The (1997)",2.0
Female Perversions (1996),2.0
Fled (1996),2.0
Even Cowgirls Get the Blues (1993),2.0
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),2.0
Disturbing Behavior (1998),2.0
The Fate of the Furious (2017),2.0
Go Fish (1994),2.0
Battle for the Planet of the Apes (1973),2.0
"Bling Ring, The (2013)",2.0
Faces of Death (1978),2.0
It Came from Hollywood (1982),2.0
Shark Tale (2004),2.0
In Dreams (1999),2.0
Cops and Robbersons (1994),2.0
Universal Soldier (1992),2.0
Azumi (2003),2.0
She-Devil (1989),2.0
Tomb Raider (2018),2.0
8 Heads in a Duffel Bag (1997),2.0
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",2.0
"Banger Sisters, The (2002)",2.0
"Cat in the Hat, The (2003)",2.0
"Crew, The (2000)",2.0
"Rage: Carrie 2, The (1999)",2.0
Maid to Order (1987),2.0
Soul Food (1997),2.0
Undercover Brother (2002),2.0
"Squid and the Whale, The (2005)",2.0
"Fog, The (1980)",2.0
Teeth (2007),2.0
Throw Momma from the Train (1987),2.0
Valley Girl (1983),2.0
Balls Out: Gary the Tennis Coach (2009),2.0
Theodore Rex (1995),2.0
Carnosaur (1993),2.0
Godzilla vs. Mothra (Mosura tai Gojira) (1964),2.0
A Merry Friggin' Christmas (2014),2.0
Iron Eagle (1986),2.0
Tango & Cash (1989),2.0
Leap of Faith (1992),2.0
Chopper (2000),2.0
Curly Sue (1991),2.0
"Walker, The (2007)",2.0
Tomcats (2001),2.0
"Beast Within, The (1982)",2.0
"Four Feathers, The (2002)",2.0
Sherlock Jr. (1924),2.0
Billy Jack (1971),2.0
Leviathan (2014),2.0
Heidi (1937),2.0
Drillbit Taylor (2008),2.0
Valerian and the City of a Thousand Planets (2017),2.0
Grave Encounters (2011),2.0
My Bloody Valentine 3-D (2009),2.0
Kika (1993),2.0
Housesitter (1992),2.0
Always Watching: A Marble Hornets Story (2015),2.0
Barney's Great Adventure (1998),2.0
"Brain That Wouldn't Die, The (1962)",2.0
"Birth of a Nation, The (1915)",2.0
Why Do Fools Fall In Love? (1998),2.0
"Kids Are All Right, The (2010)",2.0
"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",2.0
Hardball (2001),2.0
Hamlet 2 (2008),2.0
Blood: The Last Vampire (2009),2.0
"Great White Hype, The (1996)",2.0
Carrie (2013),2.0
Wagons East (1994),2.0
Ghost Ship (2002),2.0
Wrongfully Accused (1998),2.0
Angel Eyes (2001),2.0
Breathless (1983),2.0
Krabat (2008),2.0
Across the Hall (2009),2.0
House Party (1990),2.0
"In-Laws, The (2003)",2.0
Frankie and Johnny (1991),2.0
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),2.0
Henry Fool (1997),2.0
Paper Towns (2015),2.0
"Incredible Shrinking Woman, The (1981)",2.0
"Last Castle, The (2001)",2.0
Girls! Girls! Girls! (1962),2.0
Crazy in Alabama (1999),2.0
Daddy Long Legs (1919),2.0
I Spit on Your Grave (Day of the Woman) (1978),2.0
Problem Child 2 (1991),2.0
Rock of Ages (2012),2.0
Midnight Special (2015),2.0
They Came Together (2014),2.0
Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),2.0
Millennium (1989),2.0
"Big Kahuna, The (2000)",2.0
300: Rise of an Empire (2014),2.0
Love Potion #9 (1992),2.0
American Ninja (1985),2.0
"Fireworks, Should We See It from the Side or the Bottom? (2017)",2.0
"Santa Clause 2, The (2002)",2.0
Sidewalks of New York (2001),2.0
Turbo: A Power Rangers Movie (1997),2.0
Ghost Town (2008),2.0
"Wiz, The (1978)",2.0
Leave It to Beaver (1997),2.0
Boys (1996),2.0
Wrong Turn 2: Dead End (2007),2.0
Halloween II (1981),2.0
Domestic Disturbance (2001),2.0
"Allnighter, The (1987)",2.0
Garm Wars: The Last Druid (2014),2.0
Urban Cowboy (1980),2.0
Dennis the Menace (1993),2.0
Airport '77 (1977),2.0
Insidious: Chapter 3 (2015),2.0
Maximum Risk (1996),2.0
Tyler Perry's Daddy's Little Girls (2007),2.0
Leprechaun (1993),2.0
Day for Night (La Nuit Américaine) (1973),2.0
Bring It On Again (2004),2.0
Dream a Little Dream (1989),2.0
Tyler Perry's Diary of a Mad Black Woman (2005),2.0
Highlander II: The Quickening (1991),2.0
Killer Klowns from Outer Space (1988),2.0
Tapeheads (1988),2.0
Piglet's Big Movie (2003),2.0
Action Jackson (1988),2.0
Biker Boyz (2003),2.0
Captain Horatio Hornblower R.N. (1951),2.0
Monkey Shines (1988),2.0
Missing in Action (1984),2.0
Whipped (2000),2.0
Racing Stripes (2005),2.0
"Strangers, The (2008)",2.0
License to Drive (1988),2.0
No Mercy (1986),2.0
White Noise (2005),2.0
Young Doctors in Love (1982),2.0
Fire and Ice (2008),2.0
Needful Things (1993),2.0
Last Days (2005),2.0
Mr. 3000 (2004),2.0
"Nightmare on Elm Street 4: The Dream Master, A (1988)",2.0
Armour of God (Long xiong hu di) (1987),2.0
Trapped (2002),2.0
Rush Hour 3 (2007),2.0
Rollerball (2002),2.0
"Pink Panther, The (2006)",2.0
"Visit, The (2000)",2.0
"NeverEnding Story III, The (1994)",2.0
Class (1983),2.0
Fullmetal Alchemist: The Sacred Star of Milos (2011),2.0
Smokey and the Bandit III (1983),2.0
Sunflower (Xiang ri kui) (2005),2.0
"Adventures of Elmo in Grouchland, The (1999)",2.0
View from the Top (2003),2.0
Chuck & Buck (2000),2.0
Porky's (1982),2.0
"Fiendish Plot of Dr. Fu Manchu, The (1980)",2.0
Ghost Rider: Spirit of Vengeance (2012),2.0
Picture Perfect (1997),2.0
Summer School (1987),2.0
North Pole: Open For Christmas (2015),2.0
Bride of Chucky (Child's Play 4) (1998),2.0
Jonah Hex (2010),2.0
Good Burger (1997),2.0
Betrayed (1988),2.0
Battle Planet (2008),2.0
How Do You Know (2010),2.0
Swimfan (2002),2.0
Onegin (1999),2.0
Stanley & Iris (1990),2.0
Porky's Revenge (1985),2.0
Jeff Dunham: All Over the Map (2014),2.0
Supergirl (1984),2.0
Blue Juice (1995),2.0
"American Haunting, An (2005)",2.0
"Texas Chainsaw Massacre: The Beginning, The (2006)",2.0
"Pest, The (1997)",2.0
Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),2.0
Paparazzi (2004),2.0
"Christmas Carol, A (1938)",2.0
St Trinian's 2: The Legend of Fritton's Gold (2009),2.0
Fire in the Sky (1993),2.0
"Black Dahlia, The (2006)",2.0
"Man Who Knew Too Little, The (1997)",2.0
Clockstoppers (2002),2.0
Max Dugan Returns (1983),2.0
Joy Ride (2001),2.0
"Wrong Man, The (1956)",2.0
Cat's Eye (1985),2.0
Character (Karakter) (1997),2.0
Miss March (2009),2.0
East is East (1999),2.0
Adanggaman (2000),2.0
Catch That Kid (2004),2.0
Carnosaur 2 (1995),2.0
Fathers' Day (1997),2.0
First Kid (1996),2.0
Mr. Jealousy (1997),2.0
Kickin It Old Skool (2007),2.0
"Astronaut Farmer, The (2007)",2.0
"House of Yes, The (1997)",2.0
"Barefoot Executive, The (1971)",2.0
The Chumscrubber (2005),2.0
Mad City (1997),2.0
Drowning Mona (2000),2.0
Timeline (2003),2.0
Pie in the Sky (1996),2.0
Stretch (2014),2.0
Phil Spector (2013),2.0
Twilight (1998),2.0
Beauty Shop (2005),2.0
Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog (2004),2.0
God Loves Caviar (2012),2.0
Prom Night (1980),2.0
"Dark Half, The (1993)",2.0
Aces: Iron Eagle III (1992),2.0
For Your Consideration (2006),2.0
"Bank Dick, The (1940)",2.0
Burnt (2015),2.0
Weekend at Bernie's II (1993),2.0
Vibes (1988),2.0
Battlestar Galactica: Razor (2007),2.0
Andre (1994),2.0
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),2.0
Hansel & Gretel: Witch Hunters (2013),2.0
Nightwatch (1997),2.0
Must Love Dogs (2005),2.0
Let's Get Harry (1986),2.0
Any Which Way You Can (1980),2.0
Freejack (1992),2.0
Full Moon in Blue Water (1988),2.0
Beyond the Sea (2004),2.0
Highlander: Endgame (Highlander IV) (2000),2.0
Entourage (2015),2.0
Apollo 18 (2011),2.0
"Crush, The (1993)",2.0
Australia (2008),2.0
Pushing Hands (Tui shou) (1992),2.0
Cocoon: The Return (1988),2.0
Black Christmas (2006),2.0
Senseless (1998),2.0
Blackfish (2013),2.0
Lucas (1986),2.0
Peter Pan (2003),2.0
Queen of the Damned (2002),2.0
Whatever It Takes (2000),2.0
Fire Down Below (1997),2.0
Primeval (2007),2.0
Bones (2001),2.0
Simone (S1m0ne) (2002),2.0
Bedazzled (1967),2.0
"In Crowd, The (2000)",2.0
Sandy Wexler (2017),2.0
Set It Off (1996),2.0
Hobo with a Shotgun (2011),2.0
Police Academy 5: Assignment: Miami Beach (1988),2.0
Boys Life (1995),2.0
Bustin' Loose (1981),2.0
Boniface's Holiday (1965),2.0
Indian Summer (a.k.a. Alive & Kicking) (1996),2.0
Ballistic: Ecks vs. Sever (2002),2.0
Stranger in the House (1997),2.0
Big Trouble (2002),2.0
No Way Jose (2015),2.0
Blame It on Rio (1984),2.0
Alfie (2004),2.0
Exorcist II: The Heretic (1977),2.0
Death Wish 2 (1982),2.0
Loser (1991),2.0
Air Bud: Golden Receiver (1998),2.0
Critical Care (1997),2.0
George Washington (2000),2.0
The Scorpion King (2002),2.0
Psycho II (1983),2.0
Ghosts of Girlfriends Past (2009),2.0
My Tutor (1983),2.0
Chairman of the Board (1998),2.0
Deuce Bigalow: European Gigolo (2005),2.0
Boiling Point (1993),2.0
Dungeons & Dragons (2000),1.9285714285714286
"Animal, The (2001)",1.9285714285714286
"Toxic Avenger, The (1985)",1.9
Eragon (2006),1.875
"Fog, The (2005)",1.875
Cursed (2005),1.875
Allan Quatermain and the Lost City of Gold (1987),1.875
Anaconda (1997),1.8666666666666667
Sister Act 2: Back in the Habit (1993),1.8571428571428572
Super Mario Bros. (1993),1.8571428571428572
Dumb and Dumberer: When Harry Met Lloyd (2003),1.8571428571428572
"Honey, I Blew Up the Kid (1992)",1.85
"Fly II, The (1989)",1.8333333333333333
Rocky V (1990),1.8333333333333333
"Beautician and the Beast, The (1997)",1.8333333333333333
Neighbors 2: Sorority Rising (2016),1.8333333333333333
Tomorrowland (2015),1.8333333333333333
Elektra (2005),1.8333333333333333
Godzilla (1998),1.8095238095238095
Jack Frost (1998),1.8
"Night at the Roxbury, A (1998)",1.8
Heartbreakers (2001),1.8
Problem Child (1990),1.75
Jobs (2013),1.75
Children of the Corn II: The Final Sacrifice (1993),1.75
Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),1.75
Taxi (2004),1.75
Marked for Death (1990),1.75
Conan the Barbarian (2011),1.75
Ghost Dad (1990),1.75
"Deep End, The (2001)",1.75
Pulse (2006),1.75
Drinking Buddies (2013),1.75
Beethoven's 2nd (1993),1.75
"Ring Two, The (2005)",1.75
"Big Bounce, The (2004)",1.75
American Me (1992),1.75
Jack the Giant Slayer (2013),1.75
Psycho (1998),1.75
Carpool (1996),1.75
Scooby-Doo 2: Monsters Unleashed (2004),1.75
Silent Running (1972),1.75
Species II (1998),1.75
Stay Alive (2006),1.75
Bulletproof (1996),1.75
Anacondas: The Hunt for the Blood Orchid (2004),1.75
Police Academy 6: City Under Siege (1989),1.75
Pokémon the Movie 2000 (2000),1.75
Let's Go to Prison (2006),1.75
Next of Kin (1989),1.75
Speed 2: Cruise Control (1997),1.7272727272727273
Stop! Or My Mom Will Shoot (1992),1.7142857142857142
Superman IV: The Quest for Peace (1987),1.7142857142857142
Battlefield Earth (2000),1.7083333333333333
Jawbreaker (1999),1.6666666666666667
"Love Guru, The (2008)",1.6666666666666667
Baby Geniuses (1999),1.6666666666666667
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),1.6666666666666667
Two if by Sea (1996),1.6666666666666667
Baby... Secret of the Lost Legend (1985),1.6666666666666667
"Ladies Man, The (2000)",1.625
Bubble Boy (2001),1.625
Bulletproof Monk (2003),1.625
"Karate Kid, Part III, The (1989)",1.5833333333333333
Jane Austen's Mafia! (1998),1.5833333333333333
I Love You Phillip Morris (2009),1.5
"Odd Couple II, The (1998)",1.5
Beverly Hills Chihuahua (2008),1.5
FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),1.5
Home Alone 3 (1997),1.5
Stuart Saves His Family (1995),1.5
Jaws: The Revenge (1987),1.5
Brown Sugar (2002),1.5
Knock Knock (2015),1.5
They (2002),1.5
"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",1.5
The Commuter (2018),1.5
"Like Father, Like Son (1987)",1.5
Friday the 13th Part 3: 3D (1982),1.5
Friday the 13th Part VIII: Jason Takes Manhattan (1989),1.5
Disconnect (2012),1.5
Faces of Death 3 (1985),1.5
Liquid Truth (2017),1.5
School Daze (1988),1.5
"Misérables, Les (2000)",1.5
'Tis the Season for Love (2015),1.5
The Clapper (2018),1.5
Rory Scovel Tries Stand-Up for the First Time (2017),1.5
Beyond the Poseidon Adventure (1979),1.5
White Fang (1991),1.5
"House of the Dead, The (2003)",1.5
Jupiter Ascending (2015),1.5
Care Bears Movie II: A New Generation (1986),1.5
Lynne Koplitz: Hormonal Beast (2017),1.5
Sex and the City 2 (2010),1.5
Run All Night (2015),1.5
Hellraiser: Bloodline (1996),1.5
Beethoven (1992),1.5
Dracula 2000 (2000),1.5
Night Guards (2016),1.5
April Fool's Day (1986),1.5
Hostel: Part II (2007),1.5
Coffee Town (2013),1.5
Earth Girls Are Easy (1988),1.5
Rambo III (1988),1.5
Class Reunion (1982),1.5
It's Pat (1994),1.5
Mo' Money (1992),1.5
New Year's Eve (2011),1.5
Looney Tunes: Back in Action (2003),1.5
Zapped! (1982),1.5
My Favorite Martian (1999),1.5
Herbie Goes to Monte Carlo (1977),1.5
Darkness (2002),1.5
Haunted Honeymoon (1986),1.5
Life Stinks (1991),1.5
"Guilt Trip, The (2012)",1.5
Sidekicks (1992),1.5
Gabriel Iglesias: Hot and Fluffy (2007),1.5
Basket Case (1982),1.5
"Pillow Book, The (1996)",1.5
Bullet to the Head (2012),1.5
Jeepers Creepers 2 (2003),1.5
Poltergeist II: The Other Side (1986),1.5
The Spirit of Christmas (1995),1.5
Confidence (2003),1.5
"Muppet Christmas: Letters to Santa, A (2008)",1.5
Knockaround Guys (2002),1.5
Braddock: Missing in Action III (1988),1.5
Twin Dragons (Shuang long hui) (1992),1.5
High School High (1996),1.5
Not Without My Daughter (1991),1.5
"Baby, The (1973)",1.5
Mr. Magoo (1997),1.5
State Property 2 (2005),1.5
"Doom Generation, The (1995)",1.5
In Hell (2003),1.5
Forces of Nature (1999),1.5
Anywhere But Here (1999),1.5
"Dennis the Menace Christmas, A (2007)",1.5
The Little Prince (2015),1.5
Tilt (2011),1.5
Cry_Wolf (a.k.a. Cry Wolf) (2005),1.5
Miss Peregrine's Home for Peculiar Children (2016),1.5
Willard (2003),1.5
Agent Cody Banks (2003),1.5
Veronica Mars (2014),1.5
How Stella Got Her Groove Back (1998),1.5
"6th Man, The (Sixth Man, The) (1997)",1.5
Return from Witch Mountain (1978),1.5
Under the Skin (2013),1.5
Fat Albert (2004),1.5
Boys and Girls (2000),1.5
"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",1.5
Sarah Silverman: Jesus Is Magic (2005),1.5
Dr. Terror's House of Horrors (1965),1.5
"Watcher, The (2000)",1.5
"Care Bears Movie, The (1985)",1.5
Ice Castles (1978),1.5
Mom's Night Out (2014),1.5
Cabin Boy (1994),1.5
Twister (1990),1.5
Boogeyman (2005),1.5
"Fuck You, Goethe (Fack Ju Göhte) (2013)",1.5
Ferdinand (2017),1.5
Munchies (1987),1.5
"Flintstones in Viva Rock Vegas, The (2000)",1.4285714285714286
Catwoman (2004),1.4
"Texas Chainsaw Massacre, The (2003)",1.375
Porky's II: The Next Day (1983),1.3333333333333333
Little Fockers (2010),1.3333333333333333
Ernest Goes to Camp (1987),1.25
Meteor (1979),1.25
Amityville 1992: It's About Time (1992),1.25
